Layer,Boundary,Protocol,Latency_ms
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.825063705444336
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.863096237182617
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.134292602539062
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.806829452514648
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.205724716186523
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.6423206329345694
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.374929428100586
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.202365875244141
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.721900939941406
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.983663558959961
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.046554565429688
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.9987564086914062
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.323358535766602
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.963470458984375
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,191.3771629333496
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.686304092407227
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,4.13823127746582
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1.4269351959228516
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1.5506744384765625
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,4.073619842529297
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,11.614084243774414
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.978179931640625
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.002613067626951
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.053426742553711
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.97161865234375
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.033161163330078
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.931087493896484
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.187894821166992
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.819507598876951
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.153562545776367
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.846687316894531
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.109455108642578
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.89277458190918
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.502058029174805
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.496688842773438
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.109455108642578
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.877992630004883
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.242181777954102
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.282278060913086
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.839803695678711
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.649442672729492
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.691434860229492
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.305788040161133
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.559112548828125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.433984756469728
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.5587081909179688
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.465600967407227
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1.84321403503418
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,11.164188385009766
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,190.2306079864502
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.2393932342529297
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.0393600463867188
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,2.707481384277344
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.745597839355469
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,5.6209564208984375
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1.6219615936279297
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,11.38758659362793
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.400014877319336
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.59522819519043
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.223108291625977
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.779287338256836
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.302501678466797
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.710384368896484
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.897594451904297
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.427692413330078
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.444433212280273
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.525920867919922
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.8542022705078125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.86590576171875
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.823923110961914
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.726835250854492
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.960132598876953
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.495807647705078
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.7931671142578125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.182287216186523
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.089832305908203
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,43.23220252990723
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.995180130004883
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.991479873657227
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,188.68732452392575
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.7565231323242183
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,0.7746219635009766
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,2.954721450805664
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.925987243652344
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,4.97126579284668
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.80141830444336
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,28.199195861816406
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.773139953613281
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.252309799194336
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.6716461181640634
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,11.424779891967772
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.259347915649414
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.660005569458008
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.244016647338867
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.042573928833008
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.433870315551758
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.258581161499023
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.700183868408203
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.300542831420898
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.877878189086914
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.112834930419922
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.7848949432373047
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.228395462036133
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.98929214477539
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,11.329889297485352
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.03594970703125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,26.68142318725586
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.943681716918945
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,191.2994384765625
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.546476364135742
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,2.2187232971191406
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.330230712890625
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,40.01951217651367
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.365444183349609
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,34.95049476623535
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.91132926940918
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,43.78938674926758
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.5544166564941406
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,11.222124099731444
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.821134567260742
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.362220764160156
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.4890899658203125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.551836013793945
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.258798599243164
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.748220443725586
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.2553672790527344
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.737491607666016
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.249645233154297
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,190.9751892089844
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.753942489624023
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.61943244934082
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,0.943899154663086
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,2.1200180053710938
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.3669471740722656
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,12.046098709106444
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.384040832519531
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.63337516784668
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.241632461547852
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,6.76417350769043
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.4253597259521484
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.549690246582031
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.796266555786133
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.181882858276367
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.257274627685547
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.75489616394043
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.360271453857422
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.634017944335938
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.319740295410156
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.730815887451172
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.8209686279296875
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.145425796508787
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.885673522949219
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.108854293823242
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.766702651977539
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.258415222167969
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.436565399169922
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.55255126953125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.847122192382813
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.150100708007812
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.711151123046875
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.30841064453125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.725933074951172
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.275985717773438
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.615545272827148
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,191.03312492370603
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,4.045724868774414
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.877111434936523
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1.591205596923828
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.54347038269043
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.953218460083008
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.956193923950195
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.05430793762207
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,11.259794235229492
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.248619079589844
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.6198577880859375
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.774497985839844
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.067607879638672
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.328489303588867
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.63337516784668
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.881692886352539
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.289813995361328
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.559755325317383
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.278059005737305
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.170417785644531
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.81052017211914
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.822565078735352
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.217096328735352
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.907846450805664
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.060382843017578
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.2701492309570312
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.746002197265623
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.964900970458984
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.02359390258789
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.0412673950195312
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.950637817382812
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.987239837646484
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.078502655029297
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.965616226196289
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,190.31906127929688
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,4.6405792236328125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.983062744140623
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.1027793884277344
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.46231460571289
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,2.351999282836914
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.581161499023438
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.021095275878906
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.969711303710938
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.063201904296875
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.919239044189453
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.108905792236328
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.898185729980469
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.04412841796875
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.940385818481444
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1.588582992553711
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.397579193115234
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.398656845092773
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.60087776184082
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1.65557861328125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,11.343717575073242
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.613710403442383
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.390592575073242
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.58979606628418
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.428024291992188
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.242969512939453
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.098529815673828
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.235982894897461
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.457515716552734
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.7626495361328125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.091211318969727
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.765748977661133
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.335041046142578
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.170013427734375
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,189.9545192718506
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.826971054077148
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,5.973577499389648
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.389286041259766
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1.760244369506836
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,4.281282424926758
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.620023727416992
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.2358169555664062
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.763240814208984
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.3559799194335938
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.667469024658203
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.096435546875
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,6.940126419067383
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.736495971679688
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.258270263671877
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.0836334228515625
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.18436050415039
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.217458724975586
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.799957275390623
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.4978389739990234
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.183406829833984
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.3583641052246094
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.629487991333008
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.344297409057617
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.665250778198242
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.508661270141602
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.492708206176758
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.578828811645508
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,11.42263412475586
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.9577484130859375
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.361671447753906
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.9850006103515625
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.021997451782228
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.7178993225097656
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.955167770385742
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,187.59965896606445
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.21397590637207
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,5.21397590637207
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,2.951383590698242
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,4.882097244262695
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.784055709838867
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.483461380004883
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,37.50205039978027
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.584001541137695
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,59.82112884521485
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.156040191650391
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,41.784048080444336
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.139734268188477
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.549047470092773
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.8370361328125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.142948150634766
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.282474517822266
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,187.3948574066162
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.6318302154541016
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.71221923828125
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1.9178390502929688
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.383398056030273
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.383874893188477
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.809089660644531
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.316329956054688
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.588075637817383
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.317117691040039
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.633779525756836
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.269527435302734
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.673906326293945
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.2806396484375
