Layer,Boundary,Protocol,Latency_ms
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.014057159423828
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.5605430603027344
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.475946426391602
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.534078598022461
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.43756103515625
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.760099411010742
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.245540618896484
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.042552947998047
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.918928146362305
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.569934844970703
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.441043853759766
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.465030670166016
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.510185241699219
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.359649658203125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.651567459106445
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.552768707275391
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,188.47036361694336
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.435850143432617
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.445428848266602
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,2.2988319396972656
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.5963058471679688
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.0524730682373047
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.44573974609375
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.319190979003906
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.688283920288086
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.20634651184082
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.85772705078125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.649473190307617
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,23.24390411376953
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.317283630371094
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.703397750854492
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.465414047241211
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.537220001220703
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.480672836303711
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.523153305053713
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.517389297485352
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.46552848815918
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.903316497802734
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.426904678344727
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.506587982177734
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.18181037902832
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.5108795166015625
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.51893424987793
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.91023063659668
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.063077926635742
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.972696304321289
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.056163787841797
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.429101943969727
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,191.312313079834
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.412837982177734
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,4.81724739074707
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.817008972167969
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.208160400390625
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.338689804077148
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,5.131959915161133
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.9006004333496094
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.079694747924805
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.775835037231445
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.216474533081056
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.603551864624023
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.423089981079102
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.797458648681641
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.164478302001953
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.658771514892578
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.328437805175781
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.627466201782227
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.39655303955078
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.377676010131836
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.620189666748049
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.2036304473876958
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,73.81439208984375
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.004167556762695
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,186.84792518615723
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.4346580505371094
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,2.277374267578125
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.612995147705078
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,42.96302795410156
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.5986900329589844
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.426116943359377
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.4198760986328125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.565425872802734
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.139900207519531
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.869813919067385
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.9664039611816406
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.030580520629885
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.378557205200195
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.632587432861328
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.2265186309814453
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.778738021850586
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.2584667205810547
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.742094039916992
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.321575164794922
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.091066360473633
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.000497817993164
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.595632553100586
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.348827362060547
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.652210235595703
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.242420196533203
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.068178176879885
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.0260086059570312
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.643627166748047
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.424095153808594
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.59324836730957
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,190.6905174255371
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.665924072265625
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1.7986297607421875
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1.9474029541015625
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.731966018676758
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.33074951171875
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.366159439086914
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.628202438354492
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.342960357666016
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.743047714233398
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.974199295043945
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.27789306640625
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.722118377685547
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.965730667114258
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.880023956298828
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.111787796020508
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.339052200317383
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.704278945922852
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.515886306762695
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.76307487487793
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.703998565673828
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.318662643432617
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.528045654296875
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.454322814941406
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.208803176879883
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.444547653198242
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.664897918701172
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.332801818847656
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.5865306854248047
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.43558120727539
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.7855377197265625
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.22901725769043
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.99725341796875
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.01341438293457
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.868818283081055
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,192.5809383392334
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.146358489990234
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,4.937171936035156
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,0.8149147033691406
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,2.783775329589844
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,5.732536315917969
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,13.150691986083984
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.1938552856445312
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.820295333862305
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.818511962890625
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.102510452270508
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.762338638305664
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,53.31015586853027
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.380226135253906
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.64720344543457
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.9970874786376953
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.982824325561523
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.076791763305664
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.912801742553711
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.285501480102539
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.695840835571289
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.2858848571777344
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.70966911315918
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.401041030883789
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.598161697387695
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.673553466796875
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.322643280029297
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.578258514404297
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,186.5522861480713
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,5.128145217895508
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,11.469125747680664
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,2.6044845581054688
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.72712516784668
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.1020641326904297
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.269641876220703
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.591392517089844
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.500814437866211
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.198789596557617
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,14.69731330871582
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.149913787841797
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,17.902851104736328
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.272150039672852
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.669614791870117
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.71186637878418
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.336709976196287
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.36599349975586
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.628461837768556
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.324363708496094
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.748769760131836
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.3506622314453125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.552478790283203
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.810882568359375
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.59212875366211
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.403591156005859
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.221149444580078
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.119562149047852
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.184432983398438
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.778861999511719
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.255243301391602
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,189.24355506896973
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.602909088134766
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1.9969940185546875
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1.7266273498535156
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.892183303833008
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.052276611328123
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.45866584777832
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.509946823120117
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.9463768005371094
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.03773307800293
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.6163330078125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.38923454284668
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.581451416015625
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.463621139526367
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.624843597412109
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.356332778930664
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.678487777709961
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.320642471313477
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.5376548767089844
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.46156883239746
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.785060882568359
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.215116500854492
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.587007522583008
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.435798645019531
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.12242317199707
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.88204574584961
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.946542739868164
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.12785530090332
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.8139820098876953
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.101463317871094
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.926443099975586
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.085655212402344
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.000663757324219
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.95159149169922
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.0930042266845703
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,192.41833686828613
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,4.296779632568359
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1.418352127075195
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,4.270315170288086
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,82.94534683227539
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.015279769897461
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,36.97466850280762
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.389120101928711
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.611368179321287
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.499580383300781
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.490489959716797
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,2.5634765625
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.41665267944336
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.3605098724365234
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.667634963989258
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.265857696533203
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.75632667541504
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.290414810180664
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.768558502197266
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.237651824951172
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,190.0320053100586
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.538557052612305
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.736734390258789
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,0.8907318115234375
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,2.039194107055664
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.394603729248047
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.251760482788086
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.26228141784668
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.758855819702148
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.3272247314453125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.709192276000977
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.855871200561523
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.413314819335938
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.364418029785156
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.37452507019043
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.327939987182617
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.624076843261719
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.479646682739258
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.544776916503906
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.243062973022461
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.755922317504883
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.374265670776367
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.629322052001953
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.852605819702149
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.11569595336914
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.870725631713867
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,8.135557174682617
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.916191101074219
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.081031799316406
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.451108932495117
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.543657302856444
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.5431385040283203
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,9.464263916015623
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.623008728027344
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.382890701293944
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,190.86146354675293
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,4.758358001708984
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,2.740144729614258
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,2.9916763305664062
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,7.237911224365234
Inter-PLC,TM221 <-> Micro820 (Modbus TCP),Modbus TCP,5.3424835205078125
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,1.0974407196044922
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,11.907339096069336
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,3.7736892700195312
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,10.240793228149414
Inter-PLC,S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,5.093812942504883
