Boundary,Protocol,Time_Bin_Start_Sec,Bytes,Packets,Bytes_per_Sec,Packets_per_Sec
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,109.0,3817,35,3817.0,35.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,110.0,3392,31,3392.0,31.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,111.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,112.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,113.0,3031,28,3031.0,28.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,114.0,4178,38,4178.0,38.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,115.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,116.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,117.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,118.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,119.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,120.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,121.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,122.0,3485,32,3485.0,32.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,123.0,3724,34,3724.0,34.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,124.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,125.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,126.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,127.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,128.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,129.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,130.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,131.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,132.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,133.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,134.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,135.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,136.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,137.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,138.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,139.0,4638,42,4638.0,42.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,140.0,2571,24,2571.0,24.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,141.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,142.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,143.0,3592,33,3592.0,33.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,144.0,3617,33,3617.0,33.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,145.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,146.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,147.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,148.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,149.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,150.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,151.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,152.0,3138,29,3138.0,29.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,153.0,4071,37,4071.0,37.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,154.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,155.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,156.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,157.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,158.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,159.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,160.0,4278,39,4278.0,39.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,161.0,2931,27,2931.0,27.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,162.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,163.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,164.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,165.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,166.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,167.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,168.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,169.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,170.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,171.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,172.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,173.0,3935,36,3935.0,36.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,174.0,3274,30,3274.0,30.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,175.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,176.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,177.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,178.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,179.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,180.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,181.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,182.0,3935,36,3935.0,36.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,183.0,3274,30,3274.0,30.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,184.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,185.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,186.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,187.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,188.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,189.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,190.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,191.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,193.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,194.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,195.0,3138,29,3138.0,29.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,196.0,4071,37,4071.0,37.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,197.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,198.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,199.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,200.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,201.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,202.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,203.0,4408,40,4408.0,40.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,204.0,2801,26,2801.0,26.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,205.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,206.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,207.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,208.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,209.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,210.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,211.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,212.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,213.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,214.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,215.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,216.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,217.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,218.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,219.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,220.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,221.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,222.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,223.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,224.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,225.0,3710,34,3710.0,34.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,226.0,3499,32,3499.0,32.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,227.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,228.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,229.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,230.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,231.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,232.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,233.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,234.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,235.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,236.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,237.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,238.0,3485,32,3485.0,32.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,239.0,3724,34,3724.0,34.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,240.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,241.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,242.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,243.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,244.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,245.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,246.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,247.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,248.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,249.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,250.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,251.0,3710,34,3710.0,34.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,252.0,3499,32,3499.0,32.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,253.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,254.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,255.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,256.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,257.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,258.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,259.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,260.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,261.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,262.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,263.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,264.0,4516,41,4516.0,41.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,265.0,2693,25,2693.0,25.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,266.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,267.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,268.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,269.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,270.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,271.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,272.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,273.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,274.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,275.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,276.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,277.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,278.0,3031,28,3031.0,28.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,279.0,4178,38,4178.0,38.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,280.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,281.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,282.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,283.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,284.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,285.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,286.0,3935,36,3935.0,36.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,287.0,3274,30,3274.0,30.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,288.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,289.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,290.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,291.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,292.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,293.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,294.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,295.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,296.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,297.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,298.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,299.0,2806,26,2806.0,26.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,300.0,4403,40,4403.0,40.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,301.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,302.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,303.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,304.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,305.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,306.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,307.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,308.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,309.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,310.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,311.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,312.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,313.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,314.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,315.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,316.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,317.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,318.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,319.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,320.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,321.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,322.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,323.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,324.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,325.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,326.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,327.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,328.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,329.0,3260,30,3260.0,30.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,330.0,3949,36,3949.0,36.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,331.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,332.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,333.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,334.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,335.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,336.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,337.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,338.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,339.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,340.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,341.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,342.0,3031,28,3031.0,28.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,343.0,4178,38,4178.0,38.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,344.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,345.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,346.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,347.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,348.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,349.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,350.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,351.0,2806,26,2806.0,26.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,352.0,4403,40,4403.0,40.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,353.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,354.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,355.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,356.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,357.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,358.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,359.0,4638,42,4638.0,42.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,360.0,2571,24,2571.0,24.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,361.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,362.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,363.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,364.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,365.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,366.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,367.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,368.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,369.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,370.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,371.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,372.0,4278,39,4278.0,39.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,373.0,2931,27,2931.0,27.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,374.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,375.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,376.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,377.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,378.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,379.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,380.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,381.0,2403,22,2403.0,22.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,382.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,383.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,384.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,385.0,3031,28,3031.0,28.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,386.0,4178,38,4178.0,38.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,387.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,388.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,389.0,4746,43,4746.0,43.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,390.0,2463,23,2463.0,23.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,391.0,4806,44,4806.0,44.0
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,392.0,4806,44,4806.0,44.0
