Boundary,Protocol,Time_Bin_Start_Sec,Bytes,Packets,Bytes_per_Sec,Packets_per_Sec
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,364.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,365.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,366.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,367.0,8385,128,8385.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,368.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,369.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,370.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,371.0,8777,134,8777.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,372.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,373.0,8843,135,8843.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,374.0,8843,135,8843.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,375.0,9301,142,9301.0,142.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,376.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,377.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,378.0,8451,129,8451.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,379.0,8842,135,8842.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,380.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,381.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,382.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,383.0,8777,134,8777.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,384.0,9039,138,9039.0,138.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,385.0,8909,136,8909.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,386.0,8646,132,8646.0,132.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,387.0,9432,144,9432.0,144.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,388.0,8777,134,8777.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,389.0,8385,128,8385.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,390.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,391.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,392.0,8973,137,8973.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,393.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,394.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,395.0,8973,137,8973.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,396.0,8778,134,8778.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,397.0,8581,131,8581.0,131.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,398.0,8646,132,8646.0,132.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,399.0,8711,133,8711.0,133.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,400.0,8712,133,8712.0,133.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,401.0,8974,137,8974.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,402.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,403.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,404.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,405.0,8777,134,8777.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,406.0,8777,134,8777.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,407.0,8778,134,8778.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,408.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,409.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,410.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,411.0,9563,146,9563.0,146.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,412.0,8778,134,8778.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,413.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,414.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,415.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,416.0,8974,137,8974.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,417.0,8842,135,8842.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,418.0,8254,126,8254.0,126.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,419.0,9039,138,9039.0,138.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,420.0,8253,126,8253.0,126.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,421.0,8581,131,8581.0,131.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,422.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,423.0,9367,143,9367.0,143.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,424.0,8843,135,8843.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,425.0,8711,133,8711.0,133.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,426.0,8581,131,8581.0,131.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,427.0,8973,137,8973.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,428.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,429.0,8909,136,8909.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,430.0,8646,132,8646.0,132.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,431.0,8319,127,8319.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,432.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,433.0,8842,135,8842.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,434.0,8647,132,8647.0,132.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,435.0,9039,138,9039.0,138.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,436.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,437.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,438.0,9039,138,9039.0,138.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,439.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,440.0,8778,134,8778.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,441.0,8974,137,8974.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,442.0,8449,129,8449.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,443.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,444.0,8777,134,8777.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,445.0,8385,128,8385.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,446.0,8777,134,8777.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,447.0,8777,134,8777.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,448.0,8646,132,8646.0,132.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,449.0,8843,135,8843.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,450.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,451.0,8974,137,8974.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,452.0,8843,135,8843.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,453.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,454.0,8318,127,8318.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,455.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,456.0,8385,128,8385.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,457.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,458.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,459.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,460.0,9432,144,9432.0,144.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,461.0,9039,138,9039.0,138.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,462.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,463.0,8778,134,8778.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,464.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,465.0,8319,127,8319.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,466.0,9104,139,9104.0,139.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,467.0,8320,127,8320.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,468.0,8449,129,8449.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,469.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,470.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,471.0,9432,144,9432.0,144.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,472.0,9170,140,9170.0,140.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,473.0,9039,138,9039.0,138.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,474.0,8909,136,8909.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,475.0,8319,127,8319.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,476.0,8449,129,8449.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,477.0,8843,135,8843.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,478.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,479.0,8253,126,8253.0,126.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,480.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,481.0,8973,137,8973.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,482.0,8974,137,8974.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,483.0,9497,145,9497.0,145.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,484.0,9432,144,9432.0,144.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,485.0,8320,127,8320.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,486.0,9039,138,9039.0,138.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,487.0,8449,129,8449.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,488.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,489.0,8909,136,8909.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,490.0,8319,127,8319.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,491.0,8973,137,8973.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,492.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,493.0,8843,135,8843.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,494.0,8842,135,8842.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,495.0,8974,137,8974.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,496.0,9105,139,9105.0,139.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,497.0,8843,135,8843.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,498.0,8711,133,8711.0,133.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,499.0,8646,132,8646.0,132.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,500.0,8516,130,8516.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,501.0,9170,140,9170.0,140.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,502.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,503.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,504.0,8318,127,8318.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,505.0,8843,135,8843.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,506.0,8973,137,8973.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,507.0,8778,134,8778.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,508.0,8253,126,8253.0,126.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,509.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,510.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,511.0,8319,127,8319.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,512.0,8974,137,8974.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,513.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,514.0,9170,140,9170.0,140.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,515.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,516.0,9039,138,9039.0,138.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,517.0,8843,135,8843.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,518.0,8843,135,8843.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,519.0,8319,127,8319.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,520.0,8842,135,8842.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,521.0,8253,126,8253.0,126.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,522.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,523.0,8844,135,8844.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,524.0,8580,131,8580.0,131.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,525.0,9694,148,9694.0,148.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,526.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,527.0,8973,137,8973.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,528.0,8843,135,8843.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,529.0,8909,136,8909.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,530.0,8318,127,8318.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,531.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,532.0,7663,117,7663.0,117.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,533.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,534.0,8385,128,8385.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,535.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,536.0,8646,132,8646.0,132.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,537.0,9170,140,9170.0,140.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,538.0,8777,134,8777.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,539.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,540.0,8778,134,8778.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,541.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,542.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,543.0,8449,129,8449.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,544.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,545.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,546.0,8319,127,8319.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,547.0,8449,129,8449.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,548.0,9039,138,9039.0,138.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,549.0,9825,150,9825.0,150.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,550.0,8777,134,8777.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,551.0,8909,136,8909.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,552.0,8253,126,8253.0,126.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,553.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,554.0,8843,135,8843.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,555.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,556.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,557.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,558.0,8253,126,8253.0,126.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,559.0,8777,134,8777.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,560.0,9039,138,9039.0,138.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,561.0,9694,148,9694.0,148.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,562.0,9040,138,9040.0,138.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,563.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,564.0,8449,129,8449.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,565.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,566.0,8974,137,8974.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,567.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,568.0,8319,127,8319.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,569.0,8318,127,8318.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,570.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,571.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,572.0,8974,137,8974.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,573.0,9235,141,9235.0,141.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,574.0,9302,142,9302.0,142.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,575.0,8581,131,8581.0,131.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,576.0,8449,129,8449.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,577.0,8712,133,8712.0,133.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,578.0,8319,127,8319.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,579.0,8515,130,8515.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,580.0,8384,128,8384.0,128.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,581.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,582.0,8842,135,8842.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,583.0,8777,134,8777.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,584.0,8843,135,8843.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,585.0,8974,137,8974.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,586.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,587.0,8974,137,8974.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,588.0,8777,134,8777.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,589.0,8516,130,8516.0,130.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,590.0,8449,129,8449.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,591.0,8319,127,8319.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,592.0,8318,127,8318.0,127.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,593.0,8712,133,8712.0,133.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,594.0,8842,135,8842.0,135.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,595.0,8908,136,8908.0,136.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,596.0,8778,134,8778.0,134.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,597.0,8450,129,8450.0,129.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,598.0,8973,137,8973.0,137.0
S7-1200 <-> Micro820 (Modbus TCP),Modbus TCP,599.0,8646,132,8646.0,132.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,0.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,1.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,2.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,3.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,4.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,5.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,6.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,7.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,8.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,9.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,10.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,11.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,12.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,13.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,14.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,15.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,16.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,17.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,18.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,19.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,20.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,21.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,22.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,23.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,24.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,25.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,26.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,27.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,28.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,29.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,30.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,31.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,32.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,33.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,34.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,35.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,36.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,37.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,38.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,39.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,40.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,41.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,42.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,43.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,44.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,45.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,46.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,47.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,48.0,1335,20,1335.0,20.0
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,49.0,1335,20,1335.0,20.0
