Boundary,Protocol,Src_IP,Dst_IP,RTT_ms
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.40,192.168.50.20,1.6736984252929688
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.20,192.168.50.40,3.9091110229492188
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.40,192.168.50.20,1.2271404266357422
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.20,192.168.50.40,4.657268524169922
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.40,192.168.50.20,0.9617805480957031
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.20,192.168.50.40,5.160808563232422
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.40,192.168.50.20,1.222848892211914
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.20,192.168.50.40,4.758596420288086
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.40,192.168.50.20,0.9658336639404297
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.20,192.168.50.40,2.0377635955810547
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.40,192.168.50.20,1.0802745819091797
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.20,192.168.50.40,4.707574844360352
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.40,192.168.50.20,1.6565322875976562
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.20,192.168.50.40,4.431962966918945
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.40,192.168.50.20,1.3163089752197266
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.20,192.168.50.40,4.187345504760742
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.40,192.168.50.20,0.9198188781738281
Middleware <-> Micro820 (EtherNet/IP),EtherNet/IP,192.168.50.20,192.168.50.40,4.7206878662109375
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,192.168.50.50,192.168.50.20,187.15906143188477
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,192.168.50.20,192.168.50.50,5.462646484375
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,192.168.50.50,192.168.50.20,2.286195755004883
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,192.168.50.20,192.168.50.50,3.2749176025390625
Middleware <-> TM221 (Modbus TCP),Modbus TCP,192.168.50.40,192.168.50.50,533.0522060394287
Middleware <-> TM221 (Modbus TCP),Modbus TCP,192.168.50.50,192.168.50.40,1.0635852813720703
Middleware <-> TM221 (Modbus TCP),Modbus TCP,192.168.50.40,192.168.50.50,1.9257068634033203
Middleware <-> TM221 (Modbus TCP),Modbus TCP,192.168.50.50,192.168.50.40,1.0836124420166016
Middleware <-> TM221 (Modbus TCP),Modbus TCP,192.168.50.40,192.168.50.50,1.5673637390136719
Middleware <-> TM221 (Modbus TCP),Modbus TCP,192.168.50.50,192.168.50.40,1.4224052429199219
Middleware <-> S7-1200 (OPC UA),OPC UA,192.168.50.40,192.168.50.10,228.08599472045898
Middleware <-> S7-1200 (OPC UA),OPC UA,192.168.50.10,192.168.50.40,7.91478157043457
Ignition SCADA <-> Middleware (OPC UA),OPC UA,192.168.100.10,192.168.100.2,499.13620948791504
Ignition SCADA <-> Middleware (OPC UA),OPC UA,192.168.100.2,192.168.100.10,0.9317398071289062
TM221 <-> Micro820 (Modbus TCP),Modbus TCP,192.168.50.50,192.168.50.20,189.44978713989258
