device,protocol,sample_index,latency_ms
RPi Middleware<->SCADA,OPC UA,453,4.834300001675729
RPi Middleware<->SCADA,OPC UA,454,4.91140000303858
RPi Middleware<->SCADA,OPC UA,455,4.848800002946518
RPi Middleware<->SCADA,OPC UA,456,4.966099997545825
RPi Middleware<->SCADA,OPC UA,457,4.850699999224162
RPi Middleware<->SCADA,OPC UA,458,4.924699998809956
RPi Middleware<->SCADA,OPC UA,459,4.772699998284224
RPi Middleware<->SCADA,OPC UA,460,4.924300003040116
RPi Middleware<->SCADA,OPC UA,461,4.827599997952348
RPi Middleware<->SCADA,OPC UA,462,4.97430000177701
RPi Middleware<->SCADA,OPC UA,463,4.9906000022019725
RPi Middleware<->SCADA,OPC UA,464,5.011799999920186
RPi Middleware<->SCADA,OPC UA,465,4.855799998040311
RPi Middleware<->SCADA,OPC UA,466,4.9658999996609055
RPi Middleware<->SCADA,OPC UA,467,4.947400000673952
RPi Middleware<->SCADA,OPC UA,468,5.539800000406103
RPi Middleware<->SCADA,OPC UA,469,4.86060000184807
RPi Middleware<->SCADA,OPC UA,470,5.102000002807472
RPi Middleware<->SCADA,OPC UA,471,22.98990000053891
RPi Middleware<->SCADA,OPC UA,472,5.171299999346957
RPi Middleware<->SCADA,OPC UA,473,4.9270000017713755
RPi Middleware<->SCADA,OPC UA,474,4.921699997794349
RPi Middleware<->SCADA,OPC UA,475,4.95260000025155
RPi Middleware<->SCADA,OPC UA,476,4.868799998803297
RPi Middleware<->SCADA,OPC UA,477,4.907200000161538
RPi Middleware<->SCADA,OPC UA,478,5.035499998484738
RPi Middleware<->SCADA,OPC UA,479,5.085000000690343
RPi Middleware<->SCADA,OPC UA,480,4.914799999824027
RPi Middleware<->SCADA,OPC UA,481,4.945500000758329
RPi Middleware<->SCADA,OPC UA,482,4.85619999744813
RPi Middleware<->SCADA,OPC UA,483,4.898799998045433
RPi Middleware<->SCADA,OPC UA,484,4.870900000241818
RPi Middleware<->SCADA,OPC UA,485,4.818099998374237
RPi Middleware<->SCADA,OPC UA,486,4.819300000235671
RPi Middleware<->SCADA,OPC UA,487,4.91390000024694
RPi Middleware<->SCADA,OPC UA,488,4.91880000117817
RPi Middleware<->SCADA,OPC UA,489,4.8634000013407785
RPi Middleware<->SCADA,OPC UA,490,4.799999998795101
RPi Middleware<->SCADA,OPC UA,491,4.8623000002407935
RPi Middleware<->SCADA,OPC UA,492,4.888700001174584
RPi Middleware<->SCADA,OPC UA,493,5.007399999158224
RPi Middleware<->SCADA,OPC UA,494,4.912600001262035
RPi Middleware<->SCADA,OPC UA,495,4.9334999966959
RPi Middleware<->SCADA,OPC UA,496,4.795999997440958
RPi Middleware<->SCADA,OPC UA,497,6.473900000855792
RPi Middleware<->SCADA,OPC UA,498,5.282499998429557
RPi Middleware<->SCADA,OPC UA,499,5.521400002180599
