device,direct_mean_ms,direct_std_ms,direct_min_ms,direct_max_ms,direct_median_ms,direct_p95_ms,direct_p99_ms,middleware_mean_ms,middleware_std_ms,middleware_min_ms,middleware_max_ms,middleware_median_ms,middleware_p95_ms,middleware_p99_ms,added_latency_ms,middleware_overhead_percent
Siemens S7-1200,71.32498100021621,17.669426785459454,51.51450000994373,130.13560000399593,64.6855000013602,111.8170999980066,117.3729000001913,75.2745573996217,20.313393144058903,54.194800002733245,169.23330001009163,66.6622499920777,116.93629999354016,138.77450001018587,3.949576399405487,5.537437716798711
Allen-Bradley Micro820,4.999579599301796,1.240479943201398,2.9433000017888844,6.3738000026205555,5.70299999526469,6.140400000731461,6.240199989406392,17.98945100043784,8.415430925501092,13.530399999581277,68.40259999444243,15.117949995328672,24.234299999079667,61.2468000035733,12.989871401136043,259.8192736635318
Arduino Opta,13.14332219978678,0.6690789315122453,12.292700004763901,16.237199990428053,13.003450003452599,13.564499997301027,16.107300005387515,25.200078600406414,8.838464470024702,16.493399991304614,74.43180000700522,22.99364999635145,35.29160001198761,65.90909999795258,12.056756400619633,91.73294405591933
